id,person_id,book,content,is_review
49,13975,《瀛奎律髓》,宋之问，唐律诗之祖，诗未尝不佳……字字细密。,true
50,13975,《艺苑卮言》,六朝之末，衰飒甚矣，然其偶俪颇切，音响稍谐。一变而雄，遂为唐始；再加整栗，便成沈、宋。人知沈、宋律家正宗，不知其权舆于三谢，橐籥于陈隋也。,true
51,13975,《诗薮》,沈詹事七言律，高华胜于宋员外。宋虽微少，亦见一斑，歌行觉自陟健。,true
52,13975,《诗薮》,沈七言律，高华胜宋；宋五言排律，精硕过沈。,true
53,13975,《诗薮》,沈、宋本自并驱，然沈视宋稍偏枯，宋视沈较缜密。沈制作亦不如宋之繁富。沈排律工者不过三数篇，宋则遍集中无不工者，且篇篇平正典重，赡丽精严，初学入门，所当熟习。右丞韵度过之，而典重不如；少陵闳大有加，而精严略逊。,true
54,13975,《诗薮》,延清排律，如《登粤王台》、《虚氏村》、《禹穴》、《韶州》、《清远峡》、《法华寺》等篇，叙状景物，皆极天下之工。且繁而不乱，绮而不冗，可与谢灵运游览诸作并驰，占今排律绝唱也。,true
55,13975,《师友诗传录》,萧亭答：七言律诗，五言八句之变也，唐初始专此体。沈、宋精巧相尚，然六朝馀气犹存。,true
56,13975,《载酒园诗话又编》,宋古诗多佳，真苦收之不尽。律诗扈从、应制诸篇，实亦不能高出于沈；山水丽情，则沈犹竹生云梦，宋则伶伦子吹之作凤鸣矣。,true
57,13975,《三唐诗品》,其源出于谢元晖、沈休文。五言长篇蔚密，短篇明秀，高凌宣远，卑拟韩卿。七言短章，独开蹊径，玩词已尽，而寻味方永，实文坛之独帜，韵府之高言。《明河》发咏，为西昆之体所师意焉。应制律词，特饶风韵，后唯钱起足以方之。,true
58,13975,《诗学渊源》,之问诗文情并茂，虽取法齐梁，而古调犹未尽泯，自杜审言下逮蒋挺辈，并入近体，唯杂曲作齐梁耳。,true
59,13975,全唐诗补逸,宋之问，字延清，虢州弘农人。弱冠知名，尤善五言诗。以附张易之、武三思，配徙钦州，先天元年赐死。补诗五首。,false
60,13975,黄鹤楼志,宋之问（约656—712） 唐代诗人。一名少连，字延清。汾州（今山西汾阳）人，一说虢州弘农（今河南灵宝）人。高宗上元二年（675）进士，曾任湖北蕲州刺史，官至考功员外郎。与沈佺期齐名，时称“沈宋”，擅长五言律诗，为近体律诗定型的代表诗人，有《宋学士集》。早年奉使南行过江夏时曾作五律《汉江宴別》一首。,false
61,13975,全唐文,之問字延清。一名少連。虢州宏農人。武后朝與楊炯分直內教授洛州參軍。累轉尚方監丞左奉宸內供奉。坐諂附張易之兄弟左遷隴州參軍。未幾逃還。匿洛陽人張仲之家。仲之與駙馬都尉王同皎謀殺武三思。之問發其事。起為鴻臚主簿。景龍中再轉考功員外郎。中宗增置修文館學士。之問首膺其選。尋轉越州長史。睿宗立。以舊附張武配徙欽州。先天中賜死。,false
62,17898,中國歷代人名大辭典,"【生卒】：?—713?
【介紹】：
唐相州內黃人，字雲卿。高宗上元二年進士。武則天長安中，累遷通事舍人，預修《三教珠英》。由協律郎累除給事中、考功員外郎。中宗神龍初，坐贓配流嶺表。后召授起居郎，加修文館直學士，常侍宴宮中。歷中書舍人、太子詹事。工詩，尤長七言，始定七律體制。詩與宋之問齊名，時號“沈宋”。有集。",false
63,17898,唐詩大辭典 修訂本,"【生卒】：656—715
    字雲卿，排行三，相州內黃(今河南內黃)人。官終太子少詹事，世稱沈詹事。高宗上元二年(675)進士及第，任協律郎。武周時為通事舍人，曾與修《三教珠英》。大足元年(701)遷考功員外郎，次年，復遷給事中。四年坐賄入獄，旋獲釋。次年，中宗復辟，坐阿附張易之流驩州，越明年，遇赦北返。景龍中，以起居郎兼修文館直學士，歷中書舍人，終太子少詹事，約當玄宗開元初。生平見新、舊《<a href='https://cnkgraph.com/Book/2195' target='_blank'>唐書</a>》本傳、《<a href='https://cnkgraph.com/Book/2071' target='_blank'>唐才子傳</a>》卷一。佺期與宋之問齊名，并稱沈宋。于律體定型，其功尤偉，時稱“蘇(味道)李(嶠)居前，沈宋比肩”(《<a href='https://cnkgraph.com/Book/2326' target='_blank'>新唐書·宋之問傳</a>》)，而佺期之與七律形成較之問作用更大，為王維前唐代七律創作成就最著者。其所作，雖多奉和應制，而每能心與境會，自鑄秀句。五律如《游少林寺》、《銅雀臺》，或清麗警秀，或吞吐含芳；七律如《興慶池侍宴應制》、《奉和春初幸太平公主南莊應制》均攬景闊遠，詞氣飛動。凡此均承上官儀而轉變，初見開宕起伏之工。又七律《龍池篇》、《獨不見》，一氣盤旋，含秀俊于古雅，最能見出七律由駢儷化歌行蛻出之步武。南貶中所作，更承四杰之緒，題材擴大，洗削鉛華，如五律《過七盤嶺》、《嶺表逢寒食》，七律《遙同杜員外審言過嶺》等，均通篇沉摯，清麗中見凄惋抑郁，下啟張說，得盛唐先聲。此外七古《入少密溪》整麗雖不脫初唐體格，而盡去浮詞膚言，由即目之秀景，婉轉以見清遠之意，為當時僅見，預示王維《桃源行》一路格調。張說稱：“沈三兄詩，直須還他第一”(《隋唐嘉話》卷下)，可見當時聲望之高。原集10卷，久佚，明王廷相輯為《沈詹事詩集》7卷。明以來各本多作2卷。宋人又著錄5卷本，有抄本傳世。注本有今人陶敏《沈佺期集校注》。《<a href='https://cnkgraph.com/Book/2484' target='_blank'>全唐詩</a>》編其詩為3卷，《全唐詩外編》及《全唐詩續拾》補2首，斷句4聯。",false
64,17898,唐诗汇评,沈佺期（656？-714），字雲卿，相州内黄（今属河南）人。高宗上元二年（675）登进士第。武后荃历中累迁通事舍人，转考功员外郎，授给事中，坐交张易之，流驩州，稍迁台州录事参军。中宗景龙间，拜起居郎，修文馆直学士，历中书舍人，太子少詹事。开元初卒。佺期工诗，尤长于律体，与宋之问并称“沈宋”。有《沈佺期集》十卷，已佚。今存清抄本《洸云卿文集》五卷。又有《沈詹事诗集》七卷，乃明人所辑。《<a href='https://cnkgraph.com/Book/2484' target='_blank'>全唐诗</a>》编诗三卷。,false
65,17898,《唐诗品》,云卿诗，其命意周委，如雪舞岩林，随形宛转，无象不得，其𣁎词丽则，如春在瑶池，气色照映，自含华态，可谓意象纵横、同锋姿媚者也。其拙语如田家，而殊深俊朗；其形器如木石，而更被华要。仰承贞观，弥见周留：俯待开元，先咀意旨。旷代高之，无以为过。置之往哲之中，岂但叔源失步，明远变色者耶！,true
66,17898,《沈诗评》,沈诗五言宛丽，迥出一时。,true
67,17898,《艺苑卮言》,五言至沈、宋，始可称律。律为音律、法律，天下无严于是者，知虚实平仄不得任情而度，明矣。二君正是敌手，排律用韵稳妥，事不傍引，情无牵合，当为最胜。摩诘似之，而才小不逮。少陵强力宏蓄，开合排荡，然不无利钝。馀子纷纷，未易悉数也。,true
68,17898,《诗镜总论》,沈佺期吞吐含芳，安详合度，亭亭整整，喁喁叮叮，觉其句自能言，字自能语，品之所以为美。苏、李法有馀闲，材之不逮远矣。,true
69,17898,《诗源辨体》,初唐七言古，自王、卢、骆再进而为沈、宋二公，宋、沈调虽渐纯，语虽渐畅，而旧习未除。……然析而论之，沈气为促，宋实胜之。,true
70,17898,《诗源辨体》,七言古，沈如“水晶帘外金波下，云母窗前银汉回”、“燕姬彩帐芙蓉色，秦子金炉兰麝香”、“灯华灼灿九衢映、香气氤氲百和然”、“朝霞散彩羞衣架，晚月分光让镜台”、“玳瑁筵中别作春，琅玕窗里翻成昼”等句，偶偭极工，语皆富丽，与王、卢、骆相类者也。,true
71,17898,《诗源辨体》,五言自王、杨、卢、骆，又进而为沈、宋二公，沈、宋才力既大，造诣始纯，故其体尽整栗，语多雄丽，而气象风格大备，为律诗正宗。或问：以入录观沈宋五言律，制作实工，而后人独推盛唐，何耶？曰：盛唐五言律入圣者，虽人止数篇，然化机流行，在在而是。沈宋制作虽工，而化机尚浅，此升堂、入室之分也。,true
72,17898,《唐律消夏录》,沈、宋工力悉敌，确是对手。其高妙不及射洪，遒密不及必简，然闲情别绪，句剪字裁，已极文人之致。若沈虽沉切处时有轩豁，宋虽显露处更觉粘滞，此则两人心地中事也。,true
73,17898,《载酒园诗话又编》,古称沈为靡丽，今观之，乃见朴厚耳。……然朴厚自是初唐风气，不足矜，当取其厚中带动，朴而特警者。如《芳树》、《和赵麟台元志春情》、《叹狱中无燕》、《和元万顷临池玩月》，最其振拔。,true
74,17898,《载酒园诗话又编》,长律至沈而工，较杜、宋实为严整。然唯“卢家少妇”篇首尾温丽，馀亦中联警耳。结语多平熟，易开人浅率一路，若从此入手，恐不高。,true
75,17898,《围炉诗话》,沈、宋诸公七律之高华典重，以应制故，然非诸诗皆然，而可立为初唐之体也？,true
76,17898,《唐诗英华》,七律肇自唐初，工于沈、宋，浸淫渐盛，率务高华。,true
77,17898,《闻鹤轩初盛唐近体读本》,陈德公先生曰：沈、宋上接六代，下开盛唐，进绮丽而益工，运便妍而极秀。音韵吐含，温婉不迫；姿态流媚，生溢行间。王、岑由此准绳，钱、刘亦共嗣续。唐代正音，端在是尔。济南止拔华亮，不录尖新，所谓崇雅味于生致者欤？,true
78,17898,《石州诗话》,沈、宋律句匀整，格自不高。杼山目以“射雕手”，当指字句精巧胜人耳。,true
79,17898,《石州诗话》,沈、宋应制诸作，精丽不待言，而尤在运以流宕之气。此元自六朝风度变来，所以非后来试帖所能几及也。,true
80,17898,《三唐诗品》,其源亦出谢、沈，植骨清隐，舒芬华秀，在考功之亚，名并当时。律体特取风神，开盛唐之派。,true
