id,name,type,aliases,desc,writing_count
1,归字谣,Ping,苍梧谣|十六字令,蔡伸词名《苍梧谣》，周玉晨词名《十六字令》，袁去华词亦名《归字谣》。有刻《归梧谣》者误。,251
2,渔父引,Ping,,唐教坊曲名。,1
3,閒中好,Ping,静中好|闲中好,调见唐段成式《酉阳杂俎》，有平韵、仄韵二体，即以首句三字为调名也。,42
4,纥那曲,Ping,,"明胡震亨《唐音癸签》云：“《纥那曲》，不知所出。考唐天宝中，崔成甫翻《得体歌》，有‘得体纥那也，纥囊得体那’之句，岂其所本欤？”
　　按唐人于舟中唱《得体歌》，有号头，即和声。“纥那”者，或曲之和声也。",2
5,拜新月,Ze,,唐教坊曲名。,5
6,梧桐影,Ze,明月斜,"宋周紫芝《竹坡诗话》云：“大梁景德寺峨嵋院壁间，有吕岩题字。寺僧相传，有蜀僧号峨嵋道者，戒律甚严，不下席者二十年。一日，有布衣青裘，昂然一伟人来，与语良久，期以明年是日，复相见于此，愿少见待。明年是日，日方午，道者沐浴端坐而逝。至暮，伟人果来，问道者，曰亡矣。伟人叹息良久，忽不见。明日，书数语于堂侧壁间绝高处。宣和间，余游京师，犹及见之。”
　　按《庚溪诗话》亦载此事，与此小异。后人因词中有“明月斜”句，更名《明月斜》。",19
7,啰唝曲,Ping,望夫歌,唐范摅《云溪友议》云：“金陵有啰唝楼，乃陈后主所建。《啰唝曲》，刘采春所唱，皆当代才子所作五六七言绝句。一名《望夫歌》，元稹诗所谓‘更有恼人肠断处，选词能唱望夫歌’也。”,15
8,醉妆词,Ze,,唐孙光宪《北梦琐言》：“蜀王衍尝裹小巾，其尖如锥。宫人皆衣道服，簪莲花冠，施胭脂夹脸，号‘醉妆’，因作《醉妆词》。”,2
9,庆宣和,PingAndZe,,元张可久《小山乐府》自注“双调”。按《唐书·礼乐志》，双调乃夹钟之商声也。,17
10,南歌子,Ping,春宵曲|水晶帘|碧窗梦|十爱词|南柯子|悟南柯|望秦川|风蝶令,唐教坊曲名。此词有单调、双调。单调者始自温庭筠词，因词有“恨春宵”句，名《春宵曲》。张泌词本此添字，因词有“高卷水晶帘额”句，名《水晶帘》，又有“惊破碧窗残梦”句，名《碧窗梦》。郑子聃有《我爱沂阳好》词十首，更名《十爱词》。双调者有平韵、仄韵两体。平韵者始自毛熙震词，周邦彦、杨无咎、僧挥五十四字体，无名氏五十三字体，俱本此添字。仄韵者始自《乐府雅词》，惟石孝友词最为谐婉。周邦彦词名《南柯子》，程垓词名《望秦川》，田不伐词有“帘风不动蝶交飞”句，名《风蝶令》。,1048
11,荷叶杯,PingZeSwitch,,唐教坊曲名。此词有单调、双调。单调者有温庭筠、顾夐二体，双调者只韦庄一体，俱见《花间集》。,173
12,回波乐,Ping,回波词,"唐刘肃《大唐新话》：景龙中，中宗尝游兴庆池，侍宴者递起鼓舞，并唱《回波词》。给事中李景伯亦起舞，歌词云云。
　　《乐府诗集》：《回波》，商调曲，唐中宗时造，盖出于曲水引流汎觞也。后亦为舞曲，《教坊记》谓之软舞。",17
13,舞马词,Ping,,《唐书·礼乐志》：明皇尝命教舞马四百蹄，各为左右，分部目，衣以文绣，络以金珠，每千秋节舞于勤政楼下。赐宴设酺，其曲数十叠。马闻声奋首鼓尾，纵横应节。又施三层板床，乘马而上，抃转如飞。或命壮士举榻，马舞其上，岁以为常。,6
14,三台,Ping,开元乐|宫中三台|江南三台|三台令|翠华引,唐教坊曲名。宋李济翁《资暇录》：《三台》，今之啐酒三十拍促曲，啐，送酒声也。宋张表臣《珊瑚钩诗话》：乐部中有促拍催酒，谓之《三台》。沈括词名《开元乐》，因结有“翠华满陌东风”句，名《翠华引》。,43
15,柘枝引,Ping,柘枝词,"唐教坊曲名。《乐府杂录》：“健舞曲”。《乐苑》：“羽调曲”。
　　按此舞因曲为名，用二女童，帽施金铃，抃转有声。其来也，藏二莲花中，花坼而后见，对舞相占，实舞中雅妙者也。",4
16,塞姑,Ze,,见《乐府诗集》。盖唐时边塞闺人之词也。,1
17,晴偏好,Ze,,明陈耀文《花草粹编》云：“西湖虽有山泉，而大旱亦尝龟坼。嘉熙庚子水涸，茂草生焉。”李霜崖作《晴偏好》词纪之，取词中结句为调名。,8
18,凭阑人,Ping,凭栏人,《太平乐府》注“越调”。按《唐书·礼乐志》：越调，即黄钟之商声也。,18
19,花非花,Ze,,调见白居易《长庆集》。以首句为调名。,22
20,摘得新,Ping,,唐教坊曲名。,25
21,梧叶儿,PingAndZe,,《太平乐府》注“商调”。《唐书·礼乐志》：商调，乃夷则之商声也。,14
22,渔歌子,Ping,渔父|渔父歌|渔父词|渔父乐|渔夫舞|拨棹歌,唐教坊曲名。按《唐书·张志和传》，志和居江湖，自称江波钓徒，每垂钓不设铒，志不在鱼也。宪宗图真，求其人不能致。尝撰《渔歌》，即此词也。单调体实始于此。至双调体，昉自《花间集》顾夐、孙光宪。有魏承班、李珣诸词可校。若苏轼单调词，则又从双调词脱化耳。和凝词更名《渔父》，徐积词名《渔父乐》。,428
23,忆江南,Ping,谢秋娘|江南好|春去也|望江南|双调望江南|梦江南|梦江口|望江梅|安阳好|梦仙游|步虚声|步虚词|壶山好|望蓬莱|归塞北,"宋王灼《碧鸡漫志》：此曲自唐至今，皆南吕宫，字句皆同，止是今曲两段，盖近世曲子无单遍者。
　　按唐段安节《乐府杂录》，此词乃李德裕为谢秋娘作，故名《谢秋娘》，因白居易词更今名，又名《江南好》。又因刘禹锡词有“春去也，多谢洛城人”句，名《春去也》。温庭筠词有“梳洗罢，独倚望江楼”句，名《望江南》。皇甫松词有“閒梦江南梅熟日”句，名《梦江南》，又名《梦江口》。李煜词名《望江梅》。此皆唐词单调。至宋词始为双调。王安中词有“安阳好，曲水似山阴”句，名《安阳好》。张滋词有“飞梦去，閒到玉京游”句，名《梦仙游》。蔡真人词有“铿铁板，閒引步虚声”句，名《步虚声》。宋自逊词名《壶山好》。丘长春词名《望蓬莱》。《太平乐府》名《归塞北》，注“大石调”。",3455
24,潇湘神,Ping,清湘词|潇湘曲,调始自唐刘禹锡咏湘妃词。所谓赋题本意也。,45
25,章台柳,Ze,,唐韩翃制，以首句为调名。,15
26,解红,Ping,,按《宋史·乐志》，小儿舞队有《解红》，其曲失传。陈旸《乐书》载和凝作，乃唐词也。若《鸣鹤馀音》有《解红儿慢》，系元人所制，与此不同。,9
27,赤枣子,Ping,,唐教坊曲名。,32
28,南乡子,PingZeSwitch,双调南乡子|好离乡|莫思乡,唐教坊曲名。此词有单调、双调。单调者始自欧阳炯词，冯延巳、李珣俱本此添字。双调者始自冯延巳词。《太和正音谱》注“越调”。欧阳修本此减字，王之道、黄机、赵长卿俱本此添字也。,1145
29,捣练子,Ping,捣练子令,《太和正音谱》注“双调”。一名《捣练子令》。因冯延巳词起结有“深院静”及“数声和月到帘栊”句，更名《深院月》。,292
30,春晓曲,Ze,西楼月,朱敦儒词有“西楼月落鸡声急”句，又名《西楼月》。,15
31,桂殿秋,Ping,,本唐李德裕《送神》、《迎神》曲，有“桂殿夜凉吹玉笙”句，取为调名。,117
32,寿阳曲,PingAndZe,落梅风,《太平乐府》注“双调”。一名《落梅风》。,22
33,阳关曲,Ping,渭城曲|小秦王,"本名《渭城曲》。宋秦观云：“《渭城曲》绝句，近世又歌入《小秦王》，更名《阳关曲》。属双调，又属大石调。”
　　按唐《教坊记》有《小秦王曲》即《秦王小破阵乐》也，属坐部伎。",46
34,欸乃曲,Ping,,"唐元结诗自序：大历初，结为道州刺史，以军事诣都。使还州，逢春水，舟行不进，作《欸乃曲》，令舟子唱之，以取适于道路云。
宋程大昌《演繁露》云：“元次山《欸乃曲》五章，全是绝句，如《竹枝》之类。其谓‘欸乃’者，殆舟人于歌声之外，别出一声，以互相其歌也。《柳枝》、《竹枝》尚有存者，其语度与绝句无异，但于句末，随加‘竹枝’或‘柳枝’等语，遂即其语以名其歌。‘欸乃’，亦其例也。”
　　黄公绍《韵会》云：“欸，叹声也，读若哀，乌来切。又应声也，读若霭，上声，倚亥切。又去声，于代切。无袄音。乃，难辞，又继事之辞。无霭音。今二字连读之，为棹船相应声。”
　　按《广韵》“十五海”：“欸”，于改切，相然应也。“乃”，奴亥切，语辞也。“欸乃”之声，或如唐人唱歌和声，所谓号头者。盖逆流而上，棹船劝力之声也。《黄山谷题跋》、《洪驹父诗话》皆音作“袄”、“蔼”者误。",7
35,采莲子,Ping,采莲词|采莲曲,唐教坊曲名。,108
36,浪淘沙,Ping,,唐教坊曲名。,30
37,杨柳枝,Ping,柳枝词|柳枝辞,唐教坊曲名。按白居易诗注：《杨柳枝》，洛下新声。其诗云：“听取新翻杨柳枝”是也。薛能诗序：令部妓作杨柳枝健舞，复度新声。其诗云：“试蹋吹声作唱声”是也。盖乐府横吹曲有《折杨柳》名，此则借旧曲名，另创新声，后遂入教坊耳。此本唐人七言绝句，与顾夐词四十字体、朱敦儒词四十四字体添声者不同。,772
38,八拍蛮,Ping,,唐教坊曲名。按孙光宪词所咏俱越中事，或即八拍之蛮歌也。,6
39,字字双,Ping,,见《才鬼记》。因每句有叠字，故名《字字双》。,13
40,十样花,Ze,,宋李弥逊词十首，分咏十样花，故名。,9
41,天净沙,PingAndZe,塞上秋,《太平乐府》注“越调”。无名氏词有“塞上清秋早寒”句，又名《塞上秋》。,74
42,甘州曲,Ping,甘州子,唐教坊曲名。《唐书·礼乐志》：天宝间乐曲，皆以边地为名，甘州其一也。顾夐词名《甘州子》。,31
43,醉吟商,Ze,,"姜夔自序云：“石湖老人为予言，琵琶有四曲，今不传矣，曰《濩索·凉州》、《转关·绿腰》、《醉吟商·胡渭州》、《历弦·薄媚》也。予每念之。辛亥夏，谒杨廷秀于金陵邸中，遇琵琶工，解作《醉吟商·胡渭州》，因求得品弦法，译成《醉吟商》小令，实双调也。”
　　按《胡渭州》，唐教坊曲名；《醉吟商》，其宫调也。姜夔自度乃夹钟商曲，盖借旧曲名，另倚新腔耳。",4
44,乾荷叶,PingAndZe,干荷叶,元刘秉忠自度曲。属南吕宫，取起句三字为调名。,3
45,喜春来,PingAndZe,阳春曲,《太平乐府》注“中吕宫”。《太和正音谱》注“正宫”。一名《阳春曲》。,15
46,踏歌词,Ping,,唐《辇下岁时记》：先天初，上御安福门观灯，令朝士能文者为《踏歌》。陈旸《乐书》云：“《踏歌》，队舞曲也。”,4
47,秋风清,Ping,秋风引|江南春|新安路|三五七言,一名《秋风引》。寇准词名《江南春》，刘长卿仄韵词名《新安路》。,116
48,抛毬乐,Ping,莫思归|抛球乐,"唐教坊曲名。《唐音癸笺》云：“《抛毬乐》，酒筵中抛毬为令，其所唱之词也。”《宋史·乐志》：女弟子舞队，三日抛毬乐。
　　按此调三十字者始于刘禹锡词，皇甫松本此填，多一和声。三十三字者始于冯延巳词，因词有“且莫思归去”句，或名《莫思归》。然皆五七言小律诗体。至宋柳永，则借旧曲名别倚新声，始有两段一百八十七字体。《乐章集》注“林钟商调”。与唐词小令体制迥然各别。以同一调名，故类列之。",47
49,法驾导引,Ping,法驾导引,宋陈与义词序云：“世传顷年都下市肆中，有道人携乌衣椎髻女子，买斗酒独饮，女子歌词以侑，凡九阕，皆非人世语。或记之，以问一道士。道士惊曰：‘此赤城韩夫人所制水府蔡真人《法驾导引》也。’乌衣女子疑龙云。得其三而忘其六，拟作三阕。”,111
50,蕃女怨,PingZeSwitch,番女怨,唐温庭筠二词，俱咏蕃女之怨，故词中有“雁门沙碛”诸语。,22
51,一叶落,Ze,,《五代史》云：“后唐庄宗能自度曲。”此其一也。取首句为调名。,19
52,忆王孙,Ping,独脚令|忆君王|豆叶黄|画蛾眉|阑干万里心|怨王孙,此词单调三十一字者创自秦观，宋元人照此填。《太平乐府》注“黄钟宫”，《太和正音谱》注“仙吕宫”。《梅苑》词名《独脚令》，谢克家词名《忆君王》，吕渭老词名《豆叶黄》。陆游词有“画得蛾眉胜旧时”句，名《画蛾眉》。张辑词有“几曲阑干万里心”句，名《阑干万里心》。双调五十四字者见《复雅歌词》，或名《怨王孙》，与单调绝不同。坊刻又有仄韵单调《忆王孙》，查系《渔家傲》一段。故谱内不收。,324
53,金字经,PingAndZe,阅金经,《太平乐府》注“南吕宫”。《元史·乐志》说法舞队有《金字经》曲，一名《阅金经》。,26
54,古调笑,PingZeSwitch,宫中调笑|转应曲|转应词|三台令|古调笑令|调笑令|调啸词,《乐苑》：“商调曲”。一名《宫中调笑》。白居易诗“打嫌调笑易”，自注：“调笑，抛打曲名也。”戴叔伦词名《转应曲》，冯延巳词名《三台令》，与宋词《调笑令》不同。,279
55,遐方怨,Ping,,唐教坊曲名。此调有两体，单调者始于温庭筠，双调者始于顾夐、孙光宪，惟《花间集》有之，宋人无填此者。,36
56,后庭花破子,Ping,,《太平乐府》注“仙吕调”。《唐书·礼乐志》：夷则羽，俗呼仙吕调。此金元小令，与唐词《后庭花》、宋词《玉树后庭花》异。所谓破子者，以其繁声入破也。,10
57,如梦令,Ze,忆仙姿|宴桃源|不见|比梅|古记|无梦令|如意令,宋苏轼词注：此曲本唐庄宗制，名《忆仙姿》，嫌其名不雅，故改为《如梦令》，盖因此词中有“如梦。如梦。”叠句也。周邦彦又因此词首句，改名《宴桃源》。沈会宗词有“不见。不见。”叠句，名《不见》。张辑词有“比著梅花谁瘦”句，名《比梅》。《梅苑》词名《古记》。《鸣鹤馀音》词名《无梦令》。魏泰双调词名《如意令》。,1019
58,诉衷情,PingZeSwitch,桃花水,"唐教坊曲名。毛文锡词有“桃花流水漾纵横”句，又名《桃花水》。
　　按《花间集》此调有两体，单调者或间入一仄韵，或间入两仄韵，韦庄、顾夐、温庭筠三词略同。双调者全押平韵，毛文锡、魏承班二词略同。",49
59,西溪子,PingZeSwitch,,唐教坊曲名。,28
60,天仙子,Ze,万斯年,"唐教坊曲名。按段安节《乐府杂录》，《天仙子》本名《万斯年》，李德裕进，属龟兹部舞曲。因皇甫松词有“懊恼天仙应有以”句，取以为名。
　　此词有单调、双调两体。单调始于唐人，或押五仄韵，或押四仄韵，或押两仄韵三平韵，或押五平韵。双调始于宋人，两段俱押五仄韵。",235
61,风流子,Ze,,唐教坊曲名。单调者，唐词一体。双调者，宋词三体。有前后段两起句不用韵者，有前段起句用韵、后段起句不用韵者，有前后段起句俱用韵者，诸体中有句读异同，各依其体类列。,202
62,归自谣,Ze,风光子|思佳客|思嘉客|归国谣,《乐府雅词》注“道调宫”。一名《风光子》，赵彦端词名《思佳客》。《词律》编入《归国谣》者误。,46
63,饮马歌,Ze,,调见《松隐集》。自序：此曲自金源传至边城，饮牛马即横笛吹之，不鼓不拍，声甚凄断。,3
64,定西番,PingZeSwitch,定西蕃,唐教坊曲名。,30
65,江城子,Ping,江神子|村意远,唐词单调，以韦庄词为主，馀俱照韦词添字。至宋人始作双调，晁补之改名《江神子》，韩淲词有“腊后春前村意远”句，更名《村意远》。,644
66,望江怨,Ze,,调见花间集。,10
67,长相思,Ping,吴山青|山渐青|青山相送迎|长相思令|相思令,唐教坊曲名。林逋词有“吴山青”句，名《吴山青》。张辑词有“江南山渐青”句，名《山渐青》。王行词名《青山相送迎》。《乐府雅词》名《长相思令》，又名《相思令》。,594
68,思帝乡,Ping,,唐教坊曲名。,24
69,相见欢,PingZeSwitch,秋夜月|上西楼|西楼子|忆真妃|月上瓜州|乌夜啼,唐教坊曲名。南唐李煜词有“无言独上西楼，月如钩”句，更名《秋夜月》，又名《上西楼》，又名《西楼子》。康与之词名《忆真妃》。张辑词有“唯有渔竿明月上瓜州”句，因名《月上瓜州》。或名《乌夜啼》。,325
70,河满子,Ping,何满子|鹦鹉舌,唐教坊曲名。一名《何满子》。白居易诗注：开元中，沧州歌者姓名。元稹诗云：“便将何满为曲名，御府新题乐府纂”是也。又《卢氏杂说》：唐文宗命宫人沈翘翘舞《河满子》词。又属舞曲。,92
71,风光好,PingZeSwitch,,调见《本事曲》，陶榖作。,12
72,误桃源,Ping,,宋张耒《明道杂志》云：“掌禹锡学士考试太学生，出《砥柱勒铭赋》题，此铭今俱在，乃唐太宗铭禹功，而掌公误记为太宗自铭其功。宋涣中第一，其赋悉是太宗自铭，有无名子作此嘲之。”,1
73,望梅花,Ze,双调望梅花,唐教坊曲名。《梅苑》词作《望梅花令》。,23
74,醉太平,Ping,凌波曲|醉思凡|四字令,一名《凌波曲》。孙惟信词名《醉思凡》。周密词名《四字令》。《太平乐府》注“南吕宫”。《太和正音谱》注“正宫，又入仙吕宫、中吕宫。”,296
75,上行杯,PingZeSwitch,,唐教坊曲名。,20
76,感恩多,PingZeSwitch,,唐教坊曲名。,20
77,长命女,Ze,薄命女|薄命妾,唐教坊曲名。杜佑《理道要诀》：《长命女》在林钟羽，时号平调，今俗呼高平调。《碧鸡漫志》：《长命女令》，前七拍，后九拍，属仙吕调。按仙吕调即夷则羽，皆羽声也。和凝词名《薄命女》。,19
78,春光好,Ping,愁倚阑令|愁倚阑,唐教坊曲名。《碧鸡漫志·羯鼓录》云：“明皇尤爱羯鼓、玉笛，为八音之领袖。时春雨始晴，景色明丽，帝曰：‘对此岂可不为判断？’命取羯鼓，临轩纵击，曲名《春光好》。回顾柳杏，皆已微坼。上曰：‘此一事，不唤我作天工乎？’今夹钟宫《春光好》，唐以来多有此曲，或曰：夹钟宫属二月之律，明皇依月用律，故能判断如神。予曰，二月柳杏坼久矣，此必正月用二月律催之也。”按《羯鼓录》载，《春光好》曲入太簇宫，本正月律也，岂明皇所作乃太簇宫，而和凝等词入夹钟宫耶？今明皇词已不传，所传止《花间》、《尊前》集中词也。因晏几道词有“拼却一襟怀远泪，倚阑看”句，改名《愁倚阑令》，或名《愁倚阑》，或名《倚阑令》。,99
79,酒泉子,PingZeSwitch,,唐教坊曲名。,110
80,怨回纥,Ping,,此调本五言律诗，见《尊前集》。皇甫词第一首云：“白首南朝女，悉听异域歌。收兵颉利国，饮马胡卢河。”结二句云：“雕窠城上宿，吹笛泪滂沱。”盖戍妇之怨词也。,2
81,生查子,Ze,楚云深|梅和柳|晴色入青山,唐教坊曲名。《尊前集》注“双调”。元高拭词注“南吕宫”。朱希真词有“遥望楚云深”句，名《楚云深》。韩淲词有“山意入春晴，都是梅和柳”句，名《梅和柳》。又有《晴色入青山》句，名《晴色入青山》。,653
82,蝴蝶儿,Ping,胡蝶儿,调见《花间集》。取词中起句为名。,19
83,添声杨柳枝,PingZeSwitch,贺圣朝影|太平时,按《碧鸡漫志》云：“黄钟商有《杨柳枝》曲，仍是七言四句诗，与刘、白及五代诸子所制并同，但每句下各添三字一句，乃唐时和声，如《竹枝》、《渔父》，今皆有和声也。旧词多侧字起头，第三句亦复侧字起，声度差稳耳。”今名《添声杨柳枝》，欧阳修词名《贺圣朝影》，贺铸词名《太平时》。《宋史·乐志》：《太平时》，小石调。,88
84,醉公子,PingZeSwitch,四换头,唐教坊曲名。薛昭蕴、顾夐词，俱四换韵，一名《四换头》。此调有两体，四十字者昉自唐人。一百六字者昉自宋人。,62
85,昭君怨,PingZeSwitch,洛妃怨|一痕沙|宴西园,朱敦儒词咏洛妃，名《洛妃怨》。侯寘词名《宴西园》。,209
86,玉蝴蝶,Ping,玉蝴蝶慢|玉胡蝶慢|玉胡蝶,小令始于温庭筠，长调始于柳永。《乐章集》注“仙吕调”。一名《玉蝴蝶慢》。,126
87,女冠子,PingZeSwitch,女冠子慢,唐教坊曲名。小令始于温庭筠，长调始于柳永。《乐章集》“淡烟飘薄”词注“仙吕调”，“断烟残雨”词注“大石调”。元高拭词注“黄钟宫”。柳永词一名《女冠子慢》。,116
88,中兴乐,PingZeSwitch,湿罗衣,见《花间集》。牛希济词有“泪湿罗衣”句，名《湿罗衣》。,22
89,纱窗恨,PingZeSwitch,,唐教坊曲名。毛文锡词有“月照纱窗，恨依依”句，取以为名。,5
90,醉花间,Ze,醉花閒,唐教坊曲名。《宋史·乐志》：双调。,44
91,点绛唇,Ze,点樱桃|万年春|十八香|南浦月|沙头雨|寻瑶草|乐府乌衣怨,元《太平乐府》注“仙吕宫”。高拭词注“黄钟宫”。《正音谱》注“仙吕调”。宋王禹偁词名《点樱桃》。王十朋词名《十八香》。张辑词有“邀月过南浦”句，名《南浦月》。又有“遥隔沙头雨”句，名《沙头雨》。韩淲词有“更约寻瑶草”句，名《寻瑶草》。,1372
92,平湖乐,PingAndZe,小桃红|采莲词,《太平乐府》注“越调”。金词名《平湖乐》，取王恽词“人在平湖醉”句也。元词名《小桃红》，取无名氏词“宜插小桃红”句也。亦名《采莲词》，取《太平乐府》“采莲湖上采莲娇”句也。,27
93,归国谣,Ze,归平谣|归国遥,唐教坊曲名。元颜奎词名《归平谣》。,37
94,恋情深,PingZeSwitch,,唐教坊曲名。,10
95,赞浦子,Ping,赞普子,唐教坊曲名。一名《赞普子》。,5
96,浣溪沙,Ping,小庭花|减字浣溪沙|浣溪纱|满院春|东风寒|醉木犀|霜菊黄|广寒枝|试香罗|清和风|怨啼鹃,唐教坊曲名。张泌词有“露浓香泛小庭花”句，名《小庭花》。贺铸名《减字浣溪沙》。韩淲词有“芍药酴醾满院春”句，名《满院春》。有“东风拂栏露犹寒”句，名《东风寒》。有“一曲西风醉木犀”句，名《醉木犀》。有“霜后黄花菊自开”句，名《霜菊黄》。有“广寒曾折最高枝”句，名《广寒枝》。有“春风初试薄罗衫”句，名《试香罗》。有“清和风里绿荫初”句，名《清和风》。有“一番春事怨啼鹃”句，名《怨啼鹃》。,5460
97,醉垂鞭,PingZeSwitch,,词见张先集。,15
98,雪花飞,Ping,,《宋史·乐志》：“高角调”。按高角乃大吕之角声也。,6
99,沙塞子,Ping,沙塞子,唐教坊曲名。一名《沙碛子》。,13
100,殿前欢,PingAndZe,凤将雏,《太平乐府》注“双调”。一名《凤将雏》。,13
101,水仙子,PingAndZe,,唐教坊曲名。《太平乐府》注“双调”。,16
102,霜天晓角,Ze,月当窗|踏月|长桥月,元高拭词注“越调”。张辑词有“一片月当窗白”句，名《月当窗》。程垓词有“须共踏、夜深月”，名《踏月》。吴礼之词有“长桥月”句，名《长桥月》。,222
103,清商怨,Ze,关河令|伤情怨,古乐府有清商曲辞，其音多哀怨，故取以为名。周邦彦以晏词有“关河愁思”句，更名《关河令》，又名《伤情怨》。,54
104,伤春怨,Ze,,见《能改斋漫录》，王安石梦中作。,8
105,菩萨蛮,PingZeSwitch,重叠金|子夜歌|菩萨鬘|花间意|梅花句|花溪碧|晚云烘日,"唐教坊曲名。《宋史·乐志》：女弟子舞队名。《尊前集》注“中吕宫”。《宋史·乐志》亦“中吕宫”。《正音谱》注“正宫”。唐苏鄂《杜阳杂编》云：“大中初，女蛮国入贡，危髻金冠，缨络被体，号菩萨蛮队，当时倡优遂制《菩萨蛮》曲，文士亦往往声其词。”孙光宪《北梦琐言》云：“唐宣宗爱唱《菩萨蛮》词，令狐绹命温庭筠新撰进之。”《碧鸡漫志》云：“今《花间集》温词十四首是也。”
　　按温词有“小山重叠金明灭”句，名《重叠金》。南唐李煜词名《子夜歌》，一名《菩萨鬘》。韩淲词有“新声休写花间意”句，名《花间意》。又有“风前觅得梅花”句，名《梅花句》。有“山城望断花溪碧”句，名《花溪碧》。有“晚云烘日南枝北”句，名《晚云烘日》。",3428
106,采桑子,Ping,丑奴儿令|罗敷媚歌|丑奴儿|罗敷媚,唐教坊曲有《杨下采桑》，调名本此。《尊前集》注“羽调”。《乐府雅词》注“中吕宫”。南唐李煜词名《丑奴儿令》，冯延巳词名《罗敷媚歌》，贺铸词名《丑奴儿》，陈师道词名《罗敷媚》。,1107
107,后庭花,Ze,玉树后庭花,唐教坊曲名。张先词名《玉树后庭花》。《碧鸡漫志》云：“《玉树后庭花》，陈后主造，其诗皆以配声律，遂取一句为曲名。讹蜀时，孙光宪、毛熙震、李珣有《后庭花曲》，皆赋后主故事，不著宫调，两段各四句，似令也。”,25
108,诉衷情令,Ping,渔父家风|一丝风|诉衷情,《乐章集》注“林钟商”。张元干以黄庭坚词曾咏“渔父家风”，改名《渔父家风》。张辑词有“一钓丝风”句，名《一丝风》。,317
109,减字木兰花,PingZeSwitch,减兰|益寿美金花|金莲出玉华|金莲出玉花|木兰香|天下乐令,《乐章集》注“仙吕调”。《梅苑》李子正词名《减兰》。徐介轩词名《木兰香》。《高丽史·乐志》名《天下乐令》。,1773
110,卜算子,Ze,缺月挂疏桐|黄鹤洞中仙|百尺楼|楚天遥|眉峰碧,元高拭词注“仙吕调”。苏轼词有“缺月挂疏桐”句，名《缺月挂疏桐》。秦湛词有“极目烟中百尺楼”句，名《百尺楼》。僧皎词有“目断楚天遥”句，名《楚天遥》。无名氏词有“蹙破眉峰碧”句，名《眉峰碧》。,1032
111,一落索,Ze,洛阳春|上林春|一络索|玉连环,欧阳修词名《洛阳春》，张先词名《玉连环》，辛弃疾词名《一络索》。,153
112,好时光,Ping,,词见《尊前集》，唐明皇制，取结句三字为调名。,6
113,谒金门,Ze,空相忆|花自落|垂杨碧|杨花落|出塞|东风吹酒面|不怕醉|醉花春|春早湖山,唐教坊曲名。元高拭词注“商调”。宋杨湜《古今词话》，因韦庄词起句，名《空相忆》。张辑词有“无风花自落”句，名《花自落》。又有“楼外垂杨如此碧”句，名《垂杨碧》。李清臣词有“杨花落”句，名《杨花落》。李石名《出塞》。韩淲词有“东风吹酒面”句，名《东风吹酒面》。又有“不怕醉，记取吟边滋味”句，名《不怕醉》。又有“人已醉，溪北溪南春意，击鼓吹萧花落未”句，名《醉花春》。又有“春尚早，春入湖山渐好”句，名《春早湖山》。,577
114,柳含烟,PingZeSwitch,,唐教坊曲名。《花间集》毛文锡词有“河桥柳，占芳春，映水含烟拂露”句，取为调名。,24
115,杏园春,Ping,杏园芳,调见《花间集》。,5
116,好事近,Ze,钓船笛|翠圆枝,张辑词有“谁谓百年心事，恰钓船横笛”句，名《钓船笛》。韩淲词有“吟到翠圆枝上”句，名《翠圆枝》。,717
117,华清引,Ping,,词赋华清旧事，因以名调。,7
118,天门谣,Ze,,贺铸词，有“牛渚天门险”句，因取为调名。李之仪《姑溪词》注：贺方回登采石娥眉亭作也。,4
119,忆闷令,Ze,,调见《小山乐府》。,3
120,散馀霞,Ze,散余霜,谢朓诗“馀霞散成绮”，调名本此。,10
121,好女儿,Ping,绣带儿,此调有两体。四十五字者起于黄庭坚，因词有“懒系酥胸罗带，羞见绣鸳鸯”句，名《绣带儿》，《花草粹编》一作《绣带子》。六十二字者起于晏几道，与黄词迥别。,54
122,万里春,Ze,,调见周邦彦《片玉词》。《清真集》不载，故方千里、杨泽民、陈允平俱无和词。,10
123,彩鸾归令,Ping,青山远,袁去华词，名《青山远》。,7
124,锦园春,Ze,,调见《全芳备祖·乐府》,2
125,太平年,Ze,,见《高丽史·乐志》。,1
126,清平乐,PingZeSwitch,清平乐令|忆萝月,《宋史·乐志》：“属大石调”。《乐章集》注“越调”。《碧鸡漫志》云：“欧阳炯称李白有应制《清平乐》四首，此其一也，在越调，又有黄钟宫、黄钟商两音。”《花庵词选》名《清平乐令》。张辑词有“忆著故山萝月”句，名《忆萝月》。张翥词有“明朝来醉东风”句，名《醉东风》。,1905
127,忆秦娥,Ze,秦楼月|双荷叶|蓬莱阁|碧云深|花深深,元高拭词注“商调”。按此词昉自李白，自唐迄元，体各不一。要其源皆从李词出也。因词有“秦娥梦断秦楼月”句，故名《忆秦娥》，更名《秦楼月》。苏轼词有“清光偏照双荷叶”句，名《双荷叶》。无名氏词有“水天摇荡蓬莱阁”句，名《蓬莱阁》。至贺铸始易仄韵为平韵。张辑词有“碧云暮合”句，名《碧云深》。宋媛孙道绚词有“花深深”句，名《花深深》。,620
128,更漏子,PingZeSwitch,,此调有两体，四十六字者始于温庭筠，唐宋词最多。《尊前集》注“大石调”，又属“商调”。一百四字者止杜安世词，无别首可录。,292
