id,author_id,author_name,title,dynasty,author_date_raw,author_place_raw,writing_type,type_detail,rhyme,first_clause_rhyme,rank,preface,note
3423,13897,李世民,帝京篇十首,隋末唐初,,,律诗,WuLv,鱼,,0,予以万几之暇，游息艺文，观列代之皇王，考当时之行事，轩昊舜禹之上，信无间然矣。至于秦皇周穆，汉武魏明，峻宇雕墙，穷侈极丽，徵税殚于宇宙，辙迹遍于天下。九州无以称其求，江海不能赡其欲，覆亡颠沛。不亦宜乎？予追踪百王之末，驰心千载之下，慷慨怀古，想彼哲人，庶以尧舜之风，荡秦汉之弊，用咸英之曲，变烂熳之音，求之人情，不难矣。故观文教于六经，阅武功于七德，台榭取其避燥湿，金石尚其谐神人，皆节之于中和，不系之于淫放。故沟洫可悦，何必江海之滨乎？麟阁可玩，何必两陵之间乎（何必两山之间乎）？忠良可接，何必海上神仙乎？丰镐可游，何必瑶池之上乎？释实求华，以人从欲，乱于大道，君子耻之，故述帝京篇以明雅志云尔。,
3424,13897,李世民,帝京篇十首,隋末唐初,,,律诗,WuLv,铣,,0,,
3425,13897,李世民,帝京篇十首,隋末唐初,,,律诗,WuLv,霰,侵,0,,
3426,13897,李世民,帝京篇十首,隋末唐初,,,律诗,WuLv,屑,,0,,
3427,13897,李世民,帝京篇十首,隋末唐初,,,律诗,WuLv,支,,0,,
3428,13897,李世民,帝京篇十首,隋末唐初,,,律诗,WuLv,语,元,0,,
3429,13897,李世民,帝京篇十首,隋末唐初,,,律诗,WuLv,遇,元,0,,
3430,13897,李世民,帝京篇十首,隋末唐初,,,律诗,WuLv,陌,,0,,
3431,13897,李世民,帝京篇十首,隋末唐初,,,律诗,WuLv,先,,0,,
3422,13897,李世民,临洛水,隋末唐初,,,律诗,WuLv,歌,,0,,
3439,13897,李世民,望终南山,隋末唐初,,,律诗,WuLv,先,,0,,
3438,13897,李世民,首春,隋末唐初,,,律诗,WuLv,灰,,0,,
3406,13897,李世民,仪鸾殿早秋,隋末唐初,,,律诗,WuLv,支,,0,,
3437,13897,李世民,秋暮言志,隋末唐初,,,律诗,WuLv,东,,0,,
3414,13897,李世民,咏风,隋末唐初,,,律诗,WuLv,庚,,0,,
3417,13897,李世民,咏雨,隋末唐初,,,律诗,WuLv,歌,,0,,
3420,13897,李世民,咏雪,隋末唐初,,,律诗,WuLv,微,,0,,
3484,13897,李世民,赋得白日半西山,隋末唐初,,,律诗,WuLv,20,,0,,
3446,13897,李世民,置酒坐飞阁,隋末唐初,,,律诗,WuLv,东,,0,,
3443,13897,李世民,赋得李,隋末唐初,,,律诗,WuLv,侵,,0,,
3486,13897,李世民,赋得浮桥,隋末唐初,,,律诗,WuLv,20,,0,,
3415,13897,李世民,咏兴国寺佛殿前幡,隋末唐初,,,律诗,WuLv,东,,0,,
3408,13897,李世民,伤辽东战亡,隋末唐初,,,律诗,WuLv,东,,0,,
3405,13897,李世民,月晦,隋末唐初,,,律诗,WuLv,庚,,0,,
3436,13897,李世民,秋日翠微宫,隋末唐初,,,律诗,WuLv,东,,0,,
3474,13897,李世民,初秋夜坐,隋末唐初,,,律诗,WuLv,4,,0,,
3434,13897,李世民,秋日二首,隋末唐初,,,律诗,WuLv,先,,0,,
3435,13897,李世民,秋日二首,隋末唐初,,,律诗,WuLv,侵,,0,,
3469,13897,李世民,冬宵各为四韵,隋末唐初,,,律诗,WuLv,尤,,0,,
3407,13897,李世民,冬日临昆明池,隋末唐初,,,律诗,WuLv,麻,,0,,
3440,13897,李世民,望雪,隋末唐初,,,律诗,WuLv,麻,,0,,
3418,13897,李世民,咏雨,隋末唐初,,,律诗,WuLv,先,,0,,
3442,13897,李世民,赋得含峰云,隋末唐初,,,律诗,WuLv,文,,0,,
3404,13897,李世民,三层阁上置音声,隋末唐初,,,律诗,WuLv,先,,0,,
3412,13897,李世民,远山澄碧雾,隋末唐初,,,律诗,WuLv,东,,0,,
3444,13897,李世民,赋得花庭雾,隋末唐初,,,律诗,WuLv,东,东,0,,
3433,13897,李世民,春池柳,隋末唐初,,,律诗,WuLv,灰,灰,0,,
3411,13897,李世民,芳兰,隋末唐初,,,律诗,WuLv,阳,,0,,
3419,13897,李世民,咏桃,隋末唐初,,,律诗,WuLv,阳,,0,,
3441,13897,李世民,赋帘,隋末唐初,,,律诗,WuLv,东,,0,,
3413,13897,李世民,咏乌代陈师道,隋末唐初,,,律诗,WuLv,齐,,0,,
3416,13897,李世民,咏饮马,隋末唐初,,,律诗,WuLv,庚,青,0,,
3445,13897,李世民,赋得残菊,隋末唐初,,,律诗,WuLv,阳,阳,0,,
826964,13897,李世民,五言咏棋,隋末唐初,,,律诗,WuLv,阳,,0,,
826965,13897,李世民,五言咏棋,隋末唐初,,,律诗,WuLv,文,,0,,
3421,13897,李世民,饯中书侍郎来济,隋末唐初,,,律诗,QiLv,阳,,0,,
826966,13897,李世民,赞姚秦三藏罗什法师诗,隋末唐初,,,律诗,QiLv,青,青,0,,
3547,13897,李世民,焚经台,隋末唐初,,,律诗,QiLv,灰,灰,0,,
103802,13897,李世民,缺题赞,隋末唐初,,,律诗,QiLv,寒,寒,0,,
3393,13897,李世民,于太原召侍臣赐宴守岁,隋末唐初,,,绝句,WuJue,真,,0,,
3396,13897,李世民,咏烛二首,隋末唐初,,,绝句,WuJue,真,,0,,
3397,13897,李世民,咏烛二首,隋末唐初,,,绝句,WuJue,庚,,0,,
3400,13897,李世民,赋得临池柳,隋末唐初,,,绝句,WuJue,鱼,,0,,
3399,13897,李世民,赋得临池竹,隋末唐初,,,绝句,WuJue,阳,,0,,
3401,13897,李世民,赋得弱柳鸣秋蝉,隋末唐初,,,绝句,WuJue,先,,0,,
3398,13897,李世民,探得李,隋末唐初,,,绝句,WuJue,先,,0,,
3395,13897,李世民,咏小山,隋末唐初,,,绝句,WuJue,先,,0,,
3403,13897,李世民,赐萧瑀,隋末唐初,,,绝句,WuJue,真,,0,,
3402,13897,李世民,赐房玄龄,隋末唐初,,,绝句,WuJue,灰,,0,,
3394,13897,李世民,辽东山夜临秋,隋末唐初,,,绝句,WuJue,侵,,0,,
3488,13897,李世民,赐魏徵诗,隋末唐初,,,绝句,WuJue,卦,庚,0,,
826959,13897,李世民,赐李百药,隋末唐初,,,绝句,WuJue,灰,,0,,
826961,13897,李世民,魏徵葬日登凌烟阁赋七言诗,隋末唐初,,,绝句,QiJue,真,,0,,
3432,13897,李世民,帝京篇十首,隋末唐初,,,排律,WuPai,养,,0,,
3477,13897,李世民,幸武功庆善宫,隋末唐初,,,排律,WuPai,4,,0,,
3459,13897,李世民,重幸武功,隋末唐初,,,排律,WuPai,东,,0,,
3410,13897,李世民,过旧宅二首,隋末唐初,,,排律,WuPai,0,,0,,
3452,13897,李世民,还陕述怀,隋末唐初,,,排律,WuPai,庚,,0,,
3456,13897,李世民,春日登陕州城楼俯眺原野回丹碧缀烟霞密翠斑红芳菲花柳即目川岫聊以命篇,隋末唐初,,,排律,WuPai,庚,,0,,
3454,13897,李世民,春日玄武门宴群臣,隋末唐初,,,排律,WuPai,先,,0,,
3463,13897,李世民,登三台言志,隋末唐初,,,排律,WuPai,真,,0,,
3449,13897,李世民,出猎,隋末唐初,,,排律,WuPai,东,,0,,
3448,13897,李世民,冬狩,隋末唐初,,,排律,WuPai,尤,,0,,
3455,13897,李世民,春日望海,隋末唐初,,,排律,WuPai,阳,,0,,
3447,13897,李世民,元日,隋末唐初,,,排律,WuPai,阳,,0,,
3450,13897,李世民,初春登楼即目观作述怀,隋末唐初,,,排律,WuPai,侵,,0,,
3451,13897,李世民,初夏,隋末唐初,,,排律,WuPai,先,,0,,
3457,13897,李世民,秋日即目,隋末唐初,,,排律,WuPai,东,,0,,
3458,13897,李世民,秋日敩庾信体,隋末唐初,,,排律,WuPai,东,,0,,
3465,13897,李世民,赋得夏首启节,隋末唐初,,,排律,WuPai,鱼,,0,,
3453,13897,李世民,采芙蓉,隋末唐初,,,排律,WuPai,阳,阳,0,,
3461,13897,李世民,谒并州大兴国寺诗,隋末唐初,,,排律,WuPai,真,,0,,
3464,13897,李世民,赋秋日悬清光赐房玄龄,隋末唐初,,,排律,WuPai,微,,0,,
3462,13897,李世民,琵琶,隋末唐初,,,排律,WuPai,支,,0,,
3460,13897,李世民,宴中山,隋末唐初,,,排律,WuPai,阳,阳,0,,
826960,13897,李世民,五言悼姜确,隋末唐初,,,排律,WuPai,东,,0,,
826237,13897,李世民,题龟峰山,隋末唐初,,,排律,QiPai,0,东,0,,
3472,13897,李世民,执契静三边,隋末唐初,,,古风,GuFeng,,,0,,
3470,13897,李世民,正日临朝,隋末唐初,,,古风,GuFeng,阳,,0,,
3478,13897,李世民,经破薛举战地,隋末唐初,,,古风,GuFeng,,,0,,
3409,13897,李世民,过旧宅二首,隋末唐初,,,古风,GuFeng,麻,,0,,
3466,13897,李世民,入潼关,隋末唐初,,,古风,GuFeng,庚,,0,,
3467,13897,李世民,于北平作,隋末唐初,,,古风,GuFeng,泰,,0,,
3471,13897,李世民,辽城望月,隋末唐初,,,古风,GuFeng,屑,,0,,
3475,13897,李世民,初晴落景,隋末唐初,,,古风,GuFeng,5,,0,,
3479,13897,李世民,度秋,隋末唐初,,,古风,GuFeng,纸,,0,,
3468,13897,李世民,山阁晚秋,隋末唐初,,,古风,GuFeng,遇,,0,,
3482,13897,李世民,喜雪,隋末唐初,,,古风,GuFeng,,,0,,
3483,13897,李世民,赋尚书,隋末唐初,,,古风,GuFeng,铣,,0,,
3476,13897,李世民,咏司马彪续汉志,隋末唐初,,,古风,GuFeng,寘,,0,,
3487,13897,李世民,赋得樱桃,隋末唐初,,,古风,GuFeng,真,,0,,
3481,13897,李世民,望送魏徵葬,隋末唐初,,,古风,GuFeng,铣,,0,,
3485,13897,李世民,赋得早雁出云鸣,隋末唐初,,,古风,GuFeng,庚,,0,,
3473,13897,李世民,两仪殿赋柏梁体,隋末唐初,,,古风,GuFeng,20,,0,,
826962,13897,李世民,五言塞外同赋山夜临秋以临为韵,隋末唐初,,,古风,GuFeng,侵,,0,,
826963,13897,李世民,五言延庆殿集同赋花间鸟,隋末唐初,,,古风,GuFeng,真,,0,,
1359478,13897,李世民,皇德颂,隋末唐初,,,四言诗,SiYan,,,0,,
1359479,13897,李世民,赐真人孙思邈颂,隋末唐初,,,四言诗,SiYan,支,,0,,
1359741,13897,太宗皇帝,晋祠铭,隋末唐初,,,四言诗,SiYan,,,0,夫兴邦建国。资懿亲以作辅。分圭锡社。实茂德之攸居。非亲无以隆基。非德无以启化。是知功侔分陕。奕叶之庆弥彰。道洽留棠。传芳之迹斯在。惟神诞灵周室。降德酆都。疏派天潢。分枝璇极。经仁纬义。履顺居贞。揭日月以为躬。丽高明之质。括沧溟而为量。体宏润之资。德乃民宗。望惟国范。故能协隆鼎祚。赞七百之宏基。光启维城。开一匡之霸业。既而今古革运。陵壑潜迁。虽地尽三分。而馀风未泯。世移千祀。而遗烈犹存。元化旷而无名。神理幽而靡究。故歆祠利祷。若存若亡。济世匡民。如显如晦。临汾川而降祉。搆仁智以栖神。金阙九层。鄙蓬莱之已陋。玉楼千仞。耻昆阆之非奇。落月低于桂筵。流星起于珠树。若夫崇山亘峙。巨镇参墟。襟带边方。标临朔土。悬崖百丈。蔽日亏红。绝岭万寻。横天耸翠。霞无机而散锦。峰非水而开莲。石镜流辉。孤岩宵朗。松萝曳影。重谷昼昏。碧雾紫烟。郁古今之色。元霜绛雪。皎冬夏之光。其施惠也。则和风溽露是生。油云膏雨斯起。其至仁也。则霓裳鹤盖息焉。飞禽走兽依焉。其刚节也。则治乱不改其形。寒暑莫移其操。其大量也。则育万物而不倦。资四方而靡穷。故以众美攸归。明祇是宅。岂如罗浮之岛。拔岭南迁。舞阳之山。移基北转。夫以挺秀之质。而无居常之资。故知灵岳标奇。托神威而为固。加以飞泉涌砌。激石分湍。萦氛雾而终清。有英俊之贞操。任方圆以成像。体圣贤之屈伸。日注不穷。类芳猷之无绝。年倾不溢。同上德之诫盈。阴涧怀冰。春留冬镜。阳岩引溜。冬结春苔。非疏勒之可方。岂瀑布之能拟。至如浊泾清渭。岁岁同流。碧海黄河。时时一变。夫括地之纪。横天之源。不能择其常。莫能殊其操。信乃兹泉表异。带仙宇而为珍。仰神居之肃清。想徽音其如在。是以朱轮华毂。接轸于坛衢。玉帛丰粢。连箱于庙阙。氤氲灵气。仰之而弥高。昭晰神光。望之而愈肃。潜通元化。不爽于锱铢。感应明徵。有逾于影响。惟贤是辅。非黍稷之为馨。惟德是依。岂筐篚之为惠。昔有隋昏季。纲纪崩沦。四海腾波。三光戢耀。先皇袭千龄之徽号。膺八百之先期。用竭诚心。以祈嘉福。爰初鞠旅。发迹神祠。举风电以长驱。笼天地而遐掩。一戎大定。六合为家。虽膺箓受图。彰于天命。而克昌宏业。实赖神功。故知茫茫万顷。必俟云雨之泽。巍巍五岳。必延尘壤之资。虽九穗登年。由乎播种。千寻耸日。本藉崇基。然则不雨不云。则有炎枯之害。非尘非壤。则有倾覆之忧。虽立本于自然。亦成功而假助。岂大宝之独运。不资灵福者乎。故无言不雠。无德不报。所以巡往迹。赛洪恩。临汾水而濯心。仰灵坛而肃志。若夫照车十二。连城三五。币帛云委。珍羞山集。此乃庸鄙之享。恐非明神所歆。正当竭丽水之金。勒芳猷于不朽。尽荆山之王。镌美德于无穷。召彼雨师。宏兹惠泽。命斯风伯。扬此清尘。使地祇仰德于金门。山灵受化于元阙。括九仙而警卫。拥百神以前驱。俾洪威振于六幽。令誉光于千载。岂若高唐之庙。空号朝云。陈仓之祠。虚传夜影。式刊芳烈。乃作铭云。,
3489,13897,李世民,句,隋末唐初,,,句,Others,,,0,,
3480,13897,李世民,相和歌辞 饮马长城窟行,隋末唐初,,,乐府曲辞,YueFu,,,0,,
42083,21620,骆宾王,至分陕,初唐,,,律诗,WuLv,尤,,0,,
42072,21620,骆宾王,北眺舂陵,初唐,655年,CN420683,律诗,WuLv,蒸,,0,,
42114,21620,骆宾王,夏日游目聊作,初唐,,,律诗,WuLv,庚,,0,,
42078,21620,骆宾王,同崔驸马晓初登楼思京,初唐,,,律诗,WuLv,寒,,0,,
42063,21620,骆宾王,月夜有怀简诸同病,初唐,,,律诗,WuLv,东,,0,,
42093,21620,骆宾王,春夜韦明府宅宴得春字,初唐,,,律诗,WuLv,真,,0,,
42168,21620,骆宾王,从军行,初唐,670年7月,CN632521,律诗,WuLv,10,,0,,
42064,21620,骆宾王,王昭君,初唐,,,律诗,WuLv,真,,0,,
42059,21620,骆宾王,于紫云观赠道士,初唐,,,律诗,WuLv,删,,0,余乡国一辞，江山万里。昔年离别，还同塞北之凫；今日归来，即似辽东之鹤。先生情均得兔，忘筌之契已深。路是亡羊，分岐之恨逾切。不题短什，何汰衷襟。,
42119,21620,骆宾王,渡瓜步江,初唐,676年6;7月,CN3211,律诗,WuLv,尤,,0,,
42116,21620,骆宾王,途中有怀,初唐,655年,CN420704,律诗,WuLv,删,,0,,
42082,21620,骆宾王,至分水戍,初唐,655年,"CN411321,鲁阳关",律诗,WuLv,尤,尤,0,,
42118,21620,骆宾王,望乡夕泛,初唐,655年,CN330782,律诗,WuLv,寒,寒,0,,
42058,21620,骆宾王,久客临海有怀,初唐,682年,CN331082,律诗,WuLv,尤,,0,,
42121,21620,骆宾王,游兖部逢孔君自卫来欣然相遇若旧,初唐,,,律诗,WuLv,灰,,0,,
42084,21620,骆宾王,西京守岁,初唐,,,律诗,WuLv,真,,0,,
42074,21620,骆宾王,同辛簿简仰酬思玄上人林泉四首,初唐,,,律诗,WuLv,真,,0,,
42075,21620,骆宾王,同辛簿简仰酬思玄上人林泉四首,初唐,,,律诗,WuLv,元,,0,,
42076,21620,骆宾王,同辛簿简仰酬思玄上人林泉四首,初唐,,,律诗,WuLv,灰,,0,,
42077,21620,骆宾王,同辛簿简仰酬思玄上人林泉四首,初唐,,,律诗,WuLv,支,,0,,
42094,21620,骆宾王,秋日饯陆道士陈文林,初唐,659年,CN410526,律诗,WuLv,东,,0,陆道士将游西辅，通庄指浮气之关；陈文林言返东吴，修途走落星之浦。于是维舟锦水，藉兰若以开筵；绁骑金堤，泛榴花于祖道。于时赤烟沈节，青女司晨，霜雁衔芦，举宾行而候气，寒蝉噪柳，带凉序以含情。加以山接太行，耸羊肠而飞盖；河通少海，疏马颊以开澜，登高切送归之情，临水感逝川之叹，既而嗟别路之难驻。惜离尊之易倾，虽漆园筌蹄，已忘然于道术（已忘言于道术）。而陟阳风雨，尚抒情于咏歌，各赋一言，同为四韵，庶几别后，有畅离忧云尔。,
42110,21620,骆宾王,送郑少府入辽共赋侠客远从戎,初唐,,,律诗,WuLv,寒,,0,,
42111,21620,骆宾王,送费六还蜀,初唐,676年6;7月,CN3205,律诗,WuLv,元,,0,,
42097,21620,骆宾王,秋日送侯四得弹字,初唐,,,律诗,WuLv,寒,,0,,
42095,21620,骆宾王,秋日送尹大赴京,初唐,,,律诗,WuLv,阳,,0,尹大官三冬道畅，指兰台而拾青；薛六郎四海情深，飞桂尊而举白。于时兔苑东上，龙火西流，剑彩沈波，碎楚莲于秋水；金辉照岸，秀陶菊于寒堤，既切送归之情，弥轸穷途之感。重以清江带地，闻吴会于星津。白云在天，望长安于日路，人之情也，能不悲乎？虽道术相望，协神交于灵府，而风烟悬隔，贵申心于翰林，请振词峰，用开笔海，人为四韵，用慰九秋。,
42098,21620,骆宾王,秋夜送閰五还润州,初唐,,,律诗,WuLv,支,,0,阎五官言返维桑，修途指金陵之地；李六郎交深投漆，开筵浮白玉之尊。于时壁彩澄虚，漏轻光于云叶；圭阴散迥，摇碎影于风梧。虽桂醑兰缸，暂淹留于一夕。而青山黄鹤，将惆怅于九秋，请勒四言，俱伸五际。,
42107,21620,骆宾王,送王明府参选赋得鹤,初唐,,,律诗,WuLv,先,,0,,
42096,21620,骆宾王,秋日送别,初唐,,,律诗,WuLv,尤,,0,,
42087,21620,骆宾王,别李峤得胜字,初唐,,,律诗,WuLv,蒸,,0,,
42080,21620,骆宾王,在兖州饯宋五之问,初唐,,,律诗,WuLv,东,,0,,
42120,21620,骆宾王,游灵公观,初唐,,,律诗,WuLv,先,,0,,
42113,21620,骆宾王,夏日游山家同夏少府,初唐,,,律诗,WuLv,侵,侵,0,,
42086,21620,骆宾王,初秋登王司马楼宴得同字,初唐,,,律诗,WuLv,东,,0,司马公千里腾光，翼外台而展足。九日多暇，敞丽谯以开筵。于时葭散秋灰，檀移夏火，鸿飞渐陆，流断吹以来寒；鹤鸣在阴，振中天而警露。于是肴开玉馔，交杂佩而薰兰；酒泛金翘，映清尊而湛菊。虽傍临广派，有异章渠之游；而俯瞰崇墉，雅叶城隅之会。物色相召，江山助人。请振翰林，用濡笔海云尔。,
42085,21620,骆宾王,初秋于窦六郎宅宴,初唐,,,律诗,WuLv,东,,0,六郎道合采葵，啸悬鹑而契赏；诸君请谐伐木，仰登龙以缔欢。于时一叶惊寒，下陈柯而捲翠；百花凝照，澹虚牖以披红。既而俱欣得兔之情，共掩亡羊之泪。物我双致，匪石席以言兰；心口两齐，混污隆而酌桂。虽忘筌戴笠，兴交态于灵台；而搦管操斛，协神心于胜气。盍陈六义，诗赋一言。即事凝毫，成者先唱云尔。,
42071,21620,骆宾王,冬日宴,初唐,,,律诗,WuLv,先,,0,,
42124,21620,骆宾王,镂鸡子,初唐,,,律诗,WuLv,真,,0,,
42090,21620,骆宾王,咏美人在天津桥,初唐,657年,CN4103,律诗,WuLv,真,真,0,,
42109,21620,骆宾王,送宋五之问得凉字,初唐,,,律诗,WuLv,阳,,0,,
42092,21620,骆宾王,宪台出絷寒夜有怀,初唐,678年12月,CN6101,律诗,WuLv,寒,,0,,
42112,21620,骆宾王,送郭少府探得忧字,初唐,,,律诗,WuLv,尤,,0,,
42070,21620,骆宾王,冬日过故人任处士书斋,初唐,,,律诗,WuLv,寒,,0,,
42108,21620,骆宾王,送刘少府游越州,初唐,,,律诗,WuLv,先,,0,,
42122,21620,骆宾王,赋得白云抱幽石,初唐,655年,CN330782,律诗,WuLv,文,,0,,
42123,21620,骆宾王,赋得春云处处生,初唐,655年,CN330782,律诗,WuLv,庚,,0,,
42079,21620,骆宾王,在狱咏蝉,初唐,679年7月,CN6101,律诗,WuLv,侵,,0,余禁所禁垣西，是法厅事也，有古槐数株焉。虽生意可知，同殷仲文之古树；而听讼斯在，即周召伯之甘棠。每至夕照低阴，秋蝉疏引，发声幽息，有切尝闻。岂人心异于曩时，将虫响悲于前听。嗟乎！声以动容，德以象贤。故洁其身也，禀君子达人之高行；蜕其皮也，有仙都羽化之灵姿。候时而来，顺阴阳之数；应节为变，审藏用之机。有目斯开，不以道昏而昧其视；有翼自薄，不以俗厚而易其真。吟乔树之微风，韵资天纵；饮高秋之坠露，清畏人知。仆失路艰虞，遭时徽纆。不哀伤而自怨，未摇落而先衰。闻蟪蛄之流声，悟平反之已奏；见螳螂之抱影，怯危机之未安。感而缀诗，贻诸知己。庶情沿物应，哀弱羽之飘零；道寄人知，悯馀声之寂寞。非谓文墨，取代幽忧云尔。,
42089,21620,骆宾王,咏水,初唐,,,律诗,WuLv,真,,0,,
42073,21620,骆宾王,同张二咏雁,初唐,,,律诗,WuLv,阳,,0,,
42091,21620,骆宾王,咏雪,初唐,,,律诗,WuLv,真,,0,,
42088,21620,骆宾王,咏云酒,初唐,,,律诗,WuLv,先,,0,,
42081,21620,骆宾王,尘灰,初唐,,,律诗,WuLv,微,,0,,
42101,21620,骆宾王,秋晨同淄川毛司马秋九咏,初唐,649年,CN371625,律诗,WuLv,尤,,0,,
42099,21620,骆宾王,秋晨同淄川毛司马秋九咏,初唐,649年,CN371625,律诗,WuLv,庚,,0,,
42105,21620,骆宾王,秋晨同淄川毛司马秋九咏,初唐,649年,CN371625,律诗,WuLv,寒,,0,,
42106,21620,骆宾王,秋晨同淄川毛司马秋九咏,初唐,649年,CN371625,律诗,WuLv,微,,0,,
42177,21620,骆宾王,秋晨同淄川毛司马秋九咏,初唐,649年,CN371625,律诗,WuLv,12,,0,,
42100,21620,骆宾王,秋晨同淄川毛司马秋九咏,初唐,649年,CN371625,律诗,WuLv,庚,,0,,
42103,21620,骆宾王,秋晨同淄川毛司马秋九咏,初唐,649年,CN371625,律诗,WuLv,阳,,0,,
42102,21620,骆宾王,秋晨同淄川毛司马秋九咏,初唐,649年,CN371625,律诗,WuLv,东,,0,,
42104,21620,骆宾王,秋晨同淄川毛司马秋九咏,初唐,649年,CN371625,律诗,WuLv,寒,,0,,
42065,21620,骆宾王,乐大夫挽词五首,初唐,,,律诗,WuLv,寒,,0,,
42066,21620,骆宾王,乐大夫挽词五首,初唐,,,律诗,WuLv,尤,,0,,
42067,21620,骆宾王,乐大夫挽词五首,初唐,,,律诗,WuLv,微,,0,,
42068,21620,骆宾王,乐大夫挽词五首,初唐,,,律诗,WuLv,灰,,0,,
42069,21620,骆宾王,乐大夫挽词五首,初唐,,,律诗,WuLv,先,,0,,
42060,21620,骆宾王,丹阳刺史挽词三首,初唐,,,律诗,WuLv,歌,,0,,
42061,21620,骆宾王,丹阳刺史挽词三首,初唐,,,律诗,WuLv,先,,0,,
42062,21620,骆宾王,丹阳刺史挽词三首,初唐,,,律诗,WuLv,灰,,0,,
42115,21620,骆宾王,称心寺,初唐,,,律诗,WuLv,侵,侵,0,,
42117,21620,骆宾王,陪润州薛司空丹徒桂明府游招隐寺,初唐,676年6;7月,CN3211,律诗,WuLv,麻,,0,,
42052,21620,骆宾王,在军登城楼,初唐,684年,CN321,绝句,WuJue,寒,,0,,
42050,21620,骆宾王,于易水送人,初唐,,,绝句,WuJue,寒,寒,0,,
42054,21620,骆宾王,咏镜,初唐,,,绝句,WuJue,蒸,,0,,
42056,21620,骆宾王,挑灯杖,初唐,,,绝句,WuJue,豪,,0,,
42053,21620,骆宾王,咏尘,初唐,,,绝句,WuJue,微,,0,,
42055,21620,骆宾王,玩初月,初唐,,,绝句,WuJue,尤,,0,,
42051,21620,骆宾王,忆蜀地佳人,初唐,676年6;7月,CN3306,绝句,QiJue,文,,0,,
42158,21620,骆宾王,晚憩田家,初唐,,,排律,WuPai,麻,,0,,
42161,21620,骆宾王,寓居洛滨对雪忆谢二,初唐,657年,CN4103,排律,WuPai,灰,灰,0,,
42144,21620,骆宾王,叙寄员半千,初唐,677年,"CN6101,浐水之滨",排律,WuPai,先,,0,,
42136,21620,骆宾王,过张平子墓,初唐,655年,CN4113,排律,WuPai,侵,,0,,
42162,21620,骆宾王,棹歌行,初唐,676年6;7月,CN3211,排律,WuPai,东,,0,,
42152,21620,骆宾王,海曲书情,初唐,,,排律,WuPai,先,,0,,
42163,21620,骆宾王,蓬莱镇,初唐,680年3月,CN370684,排律,WuPai,豪,,0,,
42141,21620,骆宾王,和李明府,初唐,657年,CN4103,排律,WuPai,庚,,0,,
42147,21620,骆宾王,春晚从李长史游开道林故山,初唐,,,排律,WuPai,灰,,0,,
42126,21620,骆宾王,冬日野望,初唐,,,排律,WuPai,萧,,0,,
42157,21620,骆宾王,晚渡黄河,初唐,,,排律,WuPai,元,,0,,
42156,21620,骆宾王,晚度天山有怀京邑,初唐,671年,CN650422,排律,WuPai,麻,,0,,
42125,21620,骆宾王,夕次蒲类津,初唐,670年,CN652325,排律,WuPai,尤,,0,,
42138,21620,骆宾王,远使海曲春夜多怀,初唐,680年3月,"CN3711,莒县东",排律,WuPai,庚,,0,,
42132,21620,骆宾王,早发诸暨,初唐,655年,CN330681,排律,WuPai,寒,,0,,
42159,21620,骆宾王,望月有所思,初唐,676年6;7月,CN3306,排律,WuPai,灰,,0,,
42149,21620,骆宾王,送吴七游蜀,初唐,,,排律,WuPai,元,,0,,
42135,21620,骆宾王,西行别东台详正学士,初唐,670年7月,CN632521,排律,WuPai,真,真,0,,
42139,21620,骆宾王,和王记室从赵王春日游陀山寺,初唐,,,排律,WuPai,真,,0,,
42150,21620,骆宾王,夏日夜忆张二,初唐,,,排律,WuPai,侵,侵,0,,
42160,21620,骆宾王,寒夜独坐游子多怀简知己,初唐,,,排律,WuPai,寒,,0,,
42131,21620,骆宾王,在军中赠先还知己,初唐,671年,CN650422,排律,WuPai,删,,0,,
42148,21620,骆宾王,秋日山行简梁大官,初唐,,,排律,WuPai,先,,0,,
42154,21620,骆宾王,晚泊江镇,初唐,655年,CN3211,排律,WuPai,尤,,0,,
42151,21620,骆宾王,浮槎,初唐,,,排律,WuPai,冬,,0,游目川上，观一浮槎。泛泛然若木偶之乘流，迷不知其所适也。观其根柢盘屈，枝干扶疏。大则有栋梁舟楫之材，小则有轮辕榱桷之用。非夫禀乾坤之秀气，含宇宙之淳精，孰能负凌云概日之姿，抱积雪封霜之骨。向使怀材幽薮，藏颖重岩，绝望于岩廊之荣，遗形于斤斧之患，固可垂荫万亩，悬映九霄，与建木较其短长，将大椿齐其年寿者。而委根险岸，托质畏途，上为疾风冲飙所摧残，下为奔浪迅波所激射。基由壤括，势以地危。岂盛衰之理系乎时，封植之道存乎我。一坠泉谷，万里飘沦。与波浮沈，随时逝止。虽殷仲文叹生意已尽，孔宣父知朽质难雕。然而遇良工，逢仙客，牛矶可托，玉璜之路非遥；匠石先谈，万乘之器何远。故材用与不用，时也。悲夫！然知万物之相应感者，亦奚必同声同气而已哉！感而赋诗，贻诗同疾云尔。,
42155,21620,骆宾王,晚泊河曲,初唐,,,排律,WuPai,萧,,0,,
42133,21620,骆宾王,早发淮口望盱眙,初唐,680年,"CN3208,淮口",排律,WuPai,庚,,0,,
42129,21620,骆宾王,边城落日,初唐,,,排律,WuPai,东,,0,,
42153,21620,骆宾王,宿温城望军营,初唐,679年,CN140602,排律,WuPai,文,,0,,
42137,21620,骆宾王,过故宋,初唐,,,排律,WuPai,东,,0,,
