id,writing_id,allusion_index,allusion_key,sentence_index
750,33463,,,20
751,33463,,,41
752,33463,,,30
753,33450,,,2
754,33454,,,15
755,33454,,,15
756,33454,,,8
757,33454,,,4
758,33454,,,4
759,33455,,,2
760,33455,,,3
761,33455,,,2
762,33480,,,3
763,33475,,,14
764,33475,,,6
765,33475,,,4
766,33475,,,11
767,33475,,,11
768,33475,,,14
769,33441,,,0
770,33486,,,0
771,33487,,,-1
772,33474,,,14
773,33474,,,6
774,33474,,,6
775,33470,,,3
776,33470,,,3
777,33468,,,11
778,33469,,,4
779,33483,,,8
780,33483,,,2
781,33483,,,3
782,33495,,,3
783,33498,,,0
784,33467,,,4
785,33499,,,1
786,33491,,,-1
787,41547,,,4
788,41549,,,6
789,41551,,,8
790,41551,,,3
791,34665,,,2
792,34668,,,2
793,34668,,,2
794,34697,,,2
795,34697,,,2
796,34678,,,3
797,34678,,,0
798,34687,,,3
799,34687,,,0
800,34676,,,2
801,34676,,,3
802,34676,,,0
803,34679,,,3
804,34677,,,3
805,34677,,,3
806,34673,,,1
807,22884,,,1
808,22797,,,0
809,22752,,,3
810,22752,,,3
811,22747,,,2
812,22747,,,2
813,22809,,,2
814,22809,,,1
815,22808,,,3
816,22807,,,2
817,22807,,,0
818,22807,,,3
819,22807,,,0
820,22745,,,2
821,22792,,,0
822,22765,,,3
823,22765,,,1
824,22766,,,3
825,22788,,,0
826,22791,,,3
827,22794,,,2
828,22794,,,2
829,22738,,,3
830,22768,,,3
831,22768,,,1
832,22795,,,3
833,22770,,,0
834,22733,,,2
835,22742,,,3
836,22777,,,0
837,22778,,,0
838,22778,,,3
839,22778,,,0
840,22774,,,3
841,22776,,,3
842,22782,,,1
843,22782,,,1
844,22828,,,2
845,22830,,,7
846,22830,,,4
847,22826,,,5
848,22831,,,5
849,22831,,,7
850,22831,,,7
851,22827,,,1
852,22827,,,0
853,22827,,,7
854,22833,,,2
855,22833,,,2
856,22852,,,2
857,22893,,,2
858,22893,,,0
859,22893,,,2
860,22834,,,11
861,22834,,,8
862,22819,,,3
863,22865,,,3
864,22931,,,4
865,22729,,,1
866,22729,,,0
867,22729,,,0
868,22729,,,4
869,22867,,,5
870,22867,,,1
871,22867,,,0
872,22835,,,4
873,22835,,,4
874,22864,,,3
875,22864,,,8
876,22864,,,3
877,22864,,,7
878,22864,,,2
879,22864,,,12
880,22837,,,7
881,22837,,,4
882,22837,,,4
883,22837,,,0
884,22837,,,0
885,22837,,,9
886,22846,,,2
887,22846,,,5
888,22846,,,5
889,22824,,,0
890,22859,,,2
891,22843,,,1
892,22836,,,9
893,22836,,,5
894,22836,,,9
895,22862,,,2
896,22862,,,2
897,22861,,,10
898,22861,,,12
899,22861,,,12
900,22851,,,4
901,22851,,,4
902,22851,,,6
903,22853,,,5
904,22853,,,8
905,22853,,,9
906,22840,,,4
907,22840,,,4
908,22855,,,0
909,22855,,,6
910,22855,,,6
911,22855,,,2
912,22839,,,7
913,22839,,,7
914,22839,,,4
915,22839,,,7
916,22888,,,14
917,22888,,,4
918,22888,,,11
919,22814,,,6
920,22813,,,1
921,22847,,,5
922,22823,,,1
923,22821,,,2
924,22821,,,5
925,22821,,,2
926,22821,,,5
927,22821,,,3
928,22821,,,1
929,22894,,,3
930,22894,,,8
931,22894,,,9
932,22894,,,9
933,22898,,,1
934,22898,,,1
935,22895,,,2
936,22895,,,2
937,22895,,,3
938,22891,,,6
939,22891,,,3
940,22891,,,3
941,22930,,,5
942,22930,,,10
943,22918,,,7
944,22868,,,11
945,22868,,,12
946,22872,,,2
947,22872,,,2
948,22849,,,5
949,22849,,,5
950,22902,,,8
951,22900,,,6
952,22900,,,3
953,22892,,,2
954,22892,,,3
955,22913,,,6
956,22913,,,8
957,22913,,,6
958,22913,,,9
959,22882,,,3
960,22885,,,0
961,22885,,,1
962,22886,,,6
963,22886,,,1
964,22886,,,0
965,22886,,,0
966,22805,,,0
967,22923,,,4
968,22874,,,7
969,22910,,,8
970,22910,,,8
971,22910,,,6
972,22877,,,5
973,22878,,,6
974,22878,,,4
975,22878,,,4
976,22901,,,4
977,22901,,,0
978,22901,,,1
979,22901,,,1
980,22905,,,1
981,22906,,,2
982,22932,,,8
983,22932,,,8
984,22916,,,8
985,22916,,,8
986,9443,,,0
987,9443,,,9
988,9443,,,8
989,9440,,,14
990,9440,,,13
991,9441,,,2
992,9441,,,2
993,9441,,,5
994,36876,,,2
995,36876,,,2
996,36876,,,3
997,36883,,,2
998,36883,,,2
999,36880,,,0
1000,36875,,,1
1001,36912,,,6
1002,36912,,,2
1003,36897,,,5
1004,36897,,,5
1005,36910,,,1
1006,36910,,,0
1007,36409,,,-1
1008,36409,,,3
1009,36409,,,0
1010,36378,,,3
1011,36385,,,3
1012,36386,,,3
1013,36386,,,1
1014,36384,,,2
1015,36384,,,2
1016,36387,,,3
1017,36451,,,3
1018,36470,,,3
1019,36468,,,3
1020,36447,,,2
1021,36400,,,3
1022,36436,,,0
1023,36342,,,3
1024,36424,,,0
1025,36369,,,3
1026,36394,,,3
1027,36446,,,3
1028,36427,,,2
1029,36422,,,2
1030,36338,,,3
1031,36375,,,3
1032,36358,,,2
1033,36358,,,2
1034,36412,,,1
1035,36412,,,2
1036,36412,,,2
1037,36413,,,0
1038,36408,,,1
1039,36416,,,2
1040,36416,,,3
1041,36416,,,2
1042,36416,,,1
1043,36367,,,1
1044,36410,,,0
1045,36548,,,1
1046,36548,,,3
1047,36420,,,1
1048,36417,,,0
1049,36417,,,0
1050,36418,,,1
1051,36439,,,1
1052,36439,,,1
1053,36439,,,3
1054,36407,,,3
1055,36414,,,0
1056,36414,,,1
1057,36414,,,0
1058,36448,,,-1
1059,36357,,,2
1060,36357,,,0
1061,36357,,,0
1062,36432,,,1
1063,36432,,,3
1064,36432,,,0
1065,36432,,,1
1066,36428,,,2
1067,36453,,,1
1068,36347,,,3
1069,36346,,,2
1070,36359,,,0
1071,36359,,,2
1072,36449,,,2
1073,36395,,,3
1074,36395,,,3
1075,36344,,,2
1076,36402,,,3
1077,36402,,,2
1078,36442,,,3
1079,36403,,,2
1080,36452,,,0
1081,36440,,,0
1082,36460,,,3
1083,36345,,,0
1084,36345,,,0
1085,36443,,,0
1086,36443,,,3
1087,36363,,,0
1088,36363,,,3
1089,36364,,,0
1090,36364,,,2
1091,36450,,,2
1092,36450,,,0
1093,36571,,,3
1094,36362,,,1
1095,36362,,,2
1096,36381,,,3
1097,36381,,,2
1098,36381,,,2
1099,36379,,,0
1100,36393,,,3
1101,36393,,,3
1102,36349,,,3
1103,36433,,,3
1104,36438,,,2
1105,36464,,,3
1106,36404,,,0
1107,36404,,,2
1108,36462,,,1
1109,36334,,,0
1110,36335,,,1
1111,36333,,,1
1112,36323,,,0
1113,36319,,,1
1114,36329,,,1
1115,36328,,,1
1116,36553,,,3
1117,36472,,,3
1118,36472,,,1
1119,36472,,,6
1120,36472,,,5
1121,36493,,,3
1122,36493,,,1
1123,36493,,,3
1124,36493,,,7
1125,36501,,,2
1126,36499,,,6
1127,36499,,,5
1128,36499,,,4
1129,36478,,,1
1130,36478,,,2
1131,36478,,,5
1132,36473,,,0
1133,36473,,,4
1134,36496,,,2
1135,36496,,,1
1136,36495,,,4
1137,36494,,,1
1138,36494,,,1
1139,36490,,,3
1140,36497,,,1
1141,36497,,,0
1142,36498,,,5
1143,36476,,,5
1144,36476,,,4
1145,36476,,,8
1146,36476,,,9
1147,36476,,,8
1148,36489,,,4
1149,36489,,,4
1150,36477,,,0
1151,36477,,,0
1152,36475,,,5
1153,36509,,,5
1154,36509,,,0
1155,36509,,,0
1156,36509,,,3
1157,36509,,,3
1158,36471,,,1
1159,36481,,,5
1160,36510,,,0
1161,36510,,,1
1162,36510,,,1
1163,36517,,,3
1164,36566,,,2
1165,36563,,,8
1166,36563,,,8
1167,36512,,,3
1168,36565,,,2
1169,36570,,,8
1170,36474,,,7
1171,36474,,,3
1172,36474,,,6
1173,36534,,,9
1174,36534,,,2
1175,36541,,,0
1176,36545,,,1
1177,36545,,,1
1178,36552,,,2
1179,36552,,,2
1180,36343,,,1
1181,36574,,,6
1182,36574,,,6
1183,36559,,,1
1184,36572,,,7
1185,36504,,,5
1186,36556,,,6
1187,36542,,,1
1188,36542,,,2
1189,36515,,,2
1190,36515,,,9
1191,36555,,,3
1192,36522,,,5
1193,36522,,,5
