id,name,path,aliases,name_comment,writing_count
946,摊破金字令,南曲/仙呂入雙調/過曲,,或无「摊破」二字。,1
947,夜雨打梧桐,南曲/仙呂入雙調/過曲,,,3
948,金水令,南曲/仙呂入雙調/過曲,,,1
949,朝天歌,南曲/仙呂入雙調/過曲,朝元令,或作〔朝元令〕，非。,1
950,娇莺儿,南曲/仙呂入雙調/過曲,,与〔朝天歌〕相似，恐是一调二名。,1
951,朝元令,南曲/仙呂入雙調/過曲,,「令」字或作「歌」，非。此犯本调。,1
952,风云会四朝元,南曲/仙呂入雙調/過曲,,此犯仙吕、中吕、南吕及本调。,8
953,柳梢青,南曲/仙呂入雙調/過曲,,,1
954,古江儿水,南曲/仙呂入雙調/過曲,古江水兒,向作〔古江水儿〕。,4
955,销金帐,南曲/仙呂入雙調/過曲,,,21
956,锦法经,南曲/仙呂入雙調/過曲,,,1
957,灞陵桥,南曲/仙呂入雙調/過曲,,,6
958,叠字锦,南曲/仙呂入雙調/過曲,,,2
959,山东刘衮,南曲/仙呂入雙調/過曲,,,1
960,雌雄画眉,南曲/仙呂入雙調/過曲,,,1
961,夜行船序,南曲/仙呂入雙調/過曲,花心動序,或作〔花心动序〕。,3
962,晓行序,南曲/仙呂入雙調/過曲,,「晓」或作「夜」。,5
963,黑蟆序,南曲/仙呂入雙調/過曲,,,5
964,惜奴娇,南曲/仙呂入雙調/過曲,,,1
965,锦衣香,南曲/仙呂入雙調/過曲,,,40
966,浆水令,南曲/仙呂入雙調/過曲,,,42
967,嘉庆子,南曲/仙呂入雙調/過曲,,,11
968,尹令,南曲/仙呂入雙調/過曲,,,8
969,品令,南曲/仙呂入雙調/過曲,,,10
970,豆叶黄,南曲/仙呂入雙調/過曲,,,3
971,川豆叶,南曲/仙呂入雙調/過曲,,,1
972,六么令,南曲/仙呂入雙調/過曲,,,3
973,六么梧叶,南曲/仙呂入雙調/過曲,,此犯商调。,1
974,六么姐儿,南曲/仙呂入雙調/過曲,錦葉兒,此犯本宫及商调。或作〔锦叶儿〕。,3
975,二犯六么令,南曲/仙呂入雙調/過曲,,,1
976,福青歌,南曲/仙呂入雙調/過曲,,,6
977,窣地锦裆,南曲/仙呂入雙調/過曲,,,57
978,哭岐婆,南曲/仙呂入雙調/過曲,,,16
979,双劝酒,南曲/仙呂入雙調/過曲,,,35
980,字字双,南曲/仙呂入雙調/過曲,,,45
981,三棒鼓,南曲/仙呂入雙調/過曲,,,4
982,破金歌,南曲/仙呂入雙調/過曲,,,1
983,柳絮飞,南曲/仙呂入雙調/過曲,,,7
984,普贤歌,南曲/仙呂入雙調/過曲,,,50
985,雁儿舞,南曲/仙呂入雙調/過曲,,,2
986,打球场,南曲/仙呂入雙調/過曲,,今人唱此曲作引子，谬甚。,2
987,倒拖船,南曲/仙呂入雙調/過曲,,,10
988,风入松犯,南曲/仙呂入雙調/過曲,,,1
989,风送娇音,南曲/仙呂入雙調/過曲,風送蟬聲,此犯本宫。或作〔风送蝉声〕。,1
990,好姐姐,南曲/仙呂入雙調/過曲,,,102
991,姐姐带侥侥,南曲/仙呂入雙調/過曲,,此犯双调。,1
992,金娥神曲,南曲/仙呂入雙調/過曲,,或无「曲」字。,1
993,桃红菊,南曲/仙呂入雙調/過曲,鶯踏花,又名〔莺踏花〕。,6
994,一机锦,南曲/仙呂入雙調/過曲,,,1
995,锦上花,南曲/仙呂入雙調/過曲,,,3
996,步步娇,南曲/仙呂入雙調/過曲,,《旧谱》增一「近」字，非也。,21
997,忒忒令,南曲/仙呂入雙調/過曲,,,35
998,沈醉东风,南曲/仙呂入雙調/過曲,,,80
999,沈醉海棠,南曲/仙呂入雙調/過曲,,此犯本宫。,4
1000,园林好,南曲/仙呂入雙調/過曲,,,122
1001,园林沈醉,南曲/仙呂入雙調/過曲,,此犯本宫。,1
1002,江儿水,南曲/仙呂入雙調/過曲,,,19
1003,江儿拨棹,南曲/仙呂入雙調/過曲,,此犯本宫。,1
1004,五供养,南曲/仙呂入雙調/過曲,,,1
1005,五枝供,南曲/仙呂入雙調/過曲,,此犯本宫。,1
1006,二犯五供养,南曲/仙呂入雙調/過曲,,,1
1007,玉交枝,南曲/仙呂入雙調/過曲,,,6
1008,玉抱肚,南曲/仙呂入雙調/過曲,,「抱」或作「胞」，非。,15
1009,玉肚交,南曲/仙呂入雙調/過曲,,此犯本宫。,1
1010,玉山供,南曲/仙呂入雙調/過曲,,此犯本宫。,3
1011,玉雁子,南曲/仙呂入雙調/過曲,,「子」或作「儿」。此犯正宫。,1
1012,川拨棹,南曲/仙呂入雙調/過曲,,,3
1013,絮婆婆,南曲/仙呂入雙調/過曲,,,1
1014,元卜算,南曲/仙呂入雙調/過曲,,,2
1015,十二娇,南曲/仙呂入雙調/過曲,,,2
1016,玉劄子,南曲/仙呂入雙調/過曲,,,2
1017,流拍,南曲/仙呂入雙調/過曲,,,1
1018,松下乐,南曲/仙呂入雙調/過曲,,,1
1019,宴蟠桃,南曲/不知宮調/引子,,,2
1020,三叠引,南曲/不知宮調/引子,,,3
1021,甲马引,南曲/不知宮調/引子,,,1
1022,牧犊歌,南曲/不知宮調/引子,,,1
1023,帝台春,南曲/不知宮調/引子,,,1
1024,西河柳,南曲/不知宮調/引子,,,1
1025,接云鹤,南曲/不知宮調/引子,,,7
1026,颗颗珠,南曲/不知宮調/引子,,,4
1027,烧夜香,南曲/不知宮調/過曲,,,4
1028,犯胡兵,南曲/不知宮調/過曲,,「犯」或作「征」。,5
1029,三仙桥,南曲/不知宮調/過曲,,,12
1030,风帖儿,南曲/不知宮調/過曲,,,5
1031,柳穿鱼,南曲/不知宮調/過曲,,坊本《琵琶记》或失此曲。,2
1032,四换头,南曲/不知宮調/過曲,,,1
1033,恁麻郎,南曲/不知宮調/過曲,,,2
1034,货郎儿,南曲/不知宮調/過曲,,与前曲大同小异。,1
1035,十棒鼓,南曲/不知宮調/過曲,,,1
1036,小引,南曲/不知宮調/過曲,,,2
1037,望妆台,南曲/不知宮調/過曲,,,1
1038,搅群羊,南曲/不知宮調/過曲,,疑是〔金梧桐〕带〔山坡羊〕。,3
1039,七贤过关,南曲/不知宮調/過曲,,,5
1040,多娇面,南曲/不知宮調/過曲,,,3
1041,二犯朝天子,南曲/不知宮調/過曲,,,3
1042,水唐歌,南曲/不知宮調/過曲,,,1
1043,川鲍老,南曲/不知宮調/過曲,,,2
1044,清商七犯,南曲/不知宮調/過曲,,,1
1045,鹤翀天,南曲/不知宮調/過曲,,,1
1046,鹅鸭满渡船,南曲/不知宮調/過曲,,,3
1047,赤马儿,南曲/不知宮調/過曲,,,1
1048,拗芝麻,南曲/不知宮調/過曲,,与仙吕不同。,1
1049,一秤金,南曲/不知宮調/過曲,,,1
1050,撼动山,南曲/不知宮調/過曲,,,1
1051,中都悄,南曲/不知宮調/過曲,,,1
1052,骏甲马,南曲/不知宮調/過曲,,,1
1053,满院榴花,南曲/不知宮調/過曲,,,1
1054,红叶儿,南曲/不知宮調/過曲,,,1
1055,小措大,南曲/不知宮調/過曲,,似可入仙吕。,4
1056,桃花红,南曲/不知宮調/過曲,,,1
1057,步金莲,南曲/不知宮調/過曲,,,1
1058,疏影,南曲/不知宮調/過曲,,,1
1059,六犯清音,南曲/不知宮調/過曲,,,13
1060,七犯玲珑,南曲/不知宮調/過曲,,,8
1061,薄媚曲破,南曲/不知宮調/過曲,,有似入破而微不同。,1
1062,三十腔,南曲/不知宮調/過曲,,,1
1063,九回肠,南曲/不知宮調/過曲,,,5
1064,巫山十二峰,南曲/不知宮調/過曲,,,2
1065,汉东山,北曲/正宮,,,1
1066,绿么遍,北曲/正宮,,,1
1067,干荷叶,北曲/南呂宮,,,1
1068,霜角,北曲/越調,,,0
1069,凉亭乐,北曲/商調,,,2
1070,时新乐,北曲/不知宮調,,,1
1071,三棒鼓声频,北曲/不知宮調,,,1
1072,丰年乐,北曲/不知宮調,,,1
